prompt,source url,query,published_time,modified_time,author
What would I do differently if I knew no one was judging me or telling me what to do?,https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
"What’s my biggest pet peeve, and how can I avoid it in everyday life?",https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
What feedback have I received that has affected me?,https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
What stories from today can I cherish and save for my future self?,https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
What boundaries have I set for myself that I need to hold sacred and protect?,https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
Are there any unhealthy routines that you need to cut out?,https://aldohappy.com/mindfulness-journal-prompts,mindfulness journaling prompts,2023-02-01,2023-02-01,a little dose of happy
"Write about the last meal you ate (taste, texture, smell, appearance, etc.).",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
Describe five things you see in front of you right now in great detail.,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
Do a body scan and identify an area of pain or tension. Write about what it feels like.,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
Write down three things you’re grateful for and why you’re grateful for them.,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
"What’s the strongest emotion you felt today? Write about how it made your body feel, what thoughts arose from it, and how you knew you felt that emotion. (The Feelings Wheel may help.)",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
"What’s the weather right now? Describe how it looks and feels, and what emotions come up with this type of weather.",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What’s a reality that you’re resisting right now? How would it feel to let it go?,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
"Play a random song, then describe how it sounded and what it made you think about.",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What’s your favorite emotion to experience? Why do you like it so much? (The Feelings Wheel may help.),https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
"Consider a recent experience where you judged yourself. Write the narrative of the situation but from a nonjudgmental perspective. Don’t attribute any meaning or blame to the events, just state them as facts.",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What is good about this exact moment you’re experiencing? Why is right now a good place to be?,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
"Make a list of things you would consider yourself a beginner at, and are interested in learning more about.",https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What’s a time recently when you trusted yourself?,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
How would your life be different if you focused more on the present moment?,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What activities make you feel most alive?,https://www.brookeleithcounseling.com/blog/being-mindful-journal-prompts,mindfulness journaling prompts,2024-10-04,2024-10-04,Brooke Leith
What colors do you see around you at this moment?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Focus on your breathing for a minute. How did that feel?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"When you woke up today, what was the first thing you thought about?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
What is one thing you can hear right now?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
What’s one texture you can feel with your hands right now?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Write about how your breakfast tasted.,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Describe the smell in the air at this moment.,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Think about your current emotion. What color would it be?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"What part of your body feels the most relaxed, and why?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"How do you feel today, and why do you think that is?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Describe an emotion you had trouble with recently. How did you handle it?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
How does being mindful change your emotions?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
What’s something that made you smile today?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
What’s a positive mantra that helps you feel better?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Write about a time when you felt calm. What helped?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"When did you last laugh, and what was so funny?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"Who or what are you grateful for today, and why?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
How do you feel after spending time with friends or family?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
Describe your last meal using all your senses.,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
"While walking, what are different things you notice?",https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
How can you turn a daily chore into a mindful practice?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
How does staying present affect your work or schoolwork?,https://lestallion.com/blogs/journal-prompts/50-journal-prompts-for-those-practicing-mindfulness?srsltid=AfmBOop4LpNtHKBUU73k563KYl0oK4bEGDEVP6V-o9SIHqDfkEys9d67,mindfulness journaling prompts,2024-10-14,n/a,LeStallion
